Author,Cancer,Cell Line,Coumarin,Dose,Time,Viability
JIA Min2016,bone,SaOS-2,Osthole,0.01,24,110.0
JIA Min2016,bone,SaOS-2,Osthole,0.1,24,111.0
JIA Min2016,bone,SaOS-2,Osthole,1.0,24,107.0
JIA Min2016,bone,SaOS-2,Osthole,10.0,24,104.0
JIA Min2016,bone,SaOS-2,Osthole,0.0,48,109.0
JIA Min2016,bone,SaOS-2,Osthole,0.01,48,115.0
JIA Min2016,bone,SaOS-2,Osthole,0.1,48,117.0
JIA Min2016,bone,SaOS-2,Osthole,1.0,48,112.0
JIA Min2016,bone,SaOS-2,Osthole,10.0,48,110.0
Yinlan Xu 2025,lung,A549,Osthole,20.47,24,98.0
Yinlan Xu 2025,lung,A549,Osthole,40.94,24,88.0
Yinlan Xu 2025,lung,A549,Osthole,81.87,24,86.0
Yinlan Xu 2025,lung,A549,Osthole,20.47,48,96.0
Yinlan Xu 2025,lung,A549,Osthole,40.94,48,90.0
Yinlan Xu 2025,lung,A549,Osthole,81.87,48,83.0
Yinlan Xu 2025,lung,A549,Osthole,20.47,72,94.0
Yinlan Xu 2025,lung,A549,Osthole,40.94,72,83.0
Yinlan Xu 2025,lung,A549,Osthole,81.87,72,77.0
 Linjun Yan 2025,prostate,Du145,Osthole,50.0,48,48.0
 Linjun Yan 2025,prostate,Du145,Osthole,100.0,48,41.0
 Linjun Yan 2025,prostate,Du145,Osthole,150.0,48,40.0
 Linjun Yan 2025,prostate,Du145,Osthole,200.0,48,36.0
 Linjun Yan 2025,prostate,Du145,Osthole,300.0,48,1.0
 Linjun Yan 2025,prostate,Du145,Osthole,400.0,48,0.0
 Linjun Yan 2025,prostate,Du145,Osthole,500.0,48,0.0
 Linjun Yan 2025,prostate,PC3,Osthole,50.0,48,85.0
 Linjun Yan 2025,prostate,PC3,Osthole,100.0,48,83.0
 Linjun Yan 2025,prostate,PC3,Osthole,150.0,48,75.0
 Linjun Yan 2025,prostate,PC3,Osthole,200.0,48,60.0
 Linjun Yan 2025,prostate,PC3,Osthole,300.0,48,55.0
 Linjun Yan 2025,prostate,PC3,Osthole,400.0,48,18.0
 Linjun Yan 2025,prostate,PC3,Osthole,500.0,48,0.0
 Linjun Yan 2025,prostate,22RV1,Osthole,50.0,48,89.0
 Linjun Yan 2025,prostate,22RV1,Osthole,100.0,48,89.0
 Linjun Yan 2025,prostate,22RV1,Osthole,150.0,48,84.0
 Linjun Yan 2025,prostate,22RV1,Osthole,200.0,48,68.0
 Linjun Yan 2025,prostate,22RV1,Osthole,300.0,48,66.0
 Linjun Yan 2025,prostate,22RV1,Osthole,400.0,48,45.0
 Linjun Yan 2025,prostate,22RV1,Osthole,500.0,48,6.0
Yinlan Xu2025,lung,A549,Osthole,81.87,12,90.0
Yinlan Xu2025,lung,A549,Osthole,40.94,12,94.0
Yinlan Xu2025,lung,A549,Osthole,20.47,12,102.0
Yinlan Xu2025,lung,A549,Osthole,10.23,12,110.0
Yinlan Xu2025,lung,A549,Osthole,5.12,12,119.0
Yinlan Xu2025,lung,A549,Osthole,81.87,24,80.0
Yinlan Xu2025,lung,A549,Osthole,40.94,24,84.0
Yinlan Xu2025,lung,A549,Osthole,20.47,24,89.0
Yinlan Xu2025,lung,A549,Osthole,10.23,24,90.0
Yinlan Xu2025,lung,A549,Osthole,5.12,24,96.0
Yinlan Xu2025,lung,A549,Osthole,81.87,36,80.0
Yinlan Xu2025,lung,A549,Osthole,40.94,36,89.0
Yinlan Xu2025,lung,A549,Osthole,20.47,36,96.0
Yinlan Xu2025,lung,A549,Osthole,10.23,36,106.0
Yinlan Xu2025,lung,A549,Osthole,5.12,36,105.0
Yinlan Xu2025,lung,A549,Osthole,81.87,48,71.0
Yinlan Xu2025,lung,A549,Osthole,40.94,48,93.0
Yinlan Xu2025,lung,A549,Osthole,20.47,48,97.0
Yinlan Xu2025,lung,A549,Osthole,10.23,48,97.0
Yinlan Xu2025,lung,A549,Osthole,5.12,48,96.0
Yinlan Xu2025,lung,A549,Osthole,81.87,60,65.0
Yinlan Xu2025,lung,A549,Osthole,40.94,60,85.0
Yinlan Xu2025,lung,A549,Osthole,20.47,60,94.0
Yinlan Xu2025,lung,A549,Osthole,10.23,60,92.0
Yinlan Xu2025,lung,A549,Osthole,5.12,60,97.0
Yinlan Xu2025,lung,A549,Osthole,81.87,72,67.0
Yinlan Xu2025,lung,A549,Osthole,40.94,72,94.0
Yinlan Xu2025,lung,A549,Osthole,20.47,72,100.0
Yinlan Xu2025,lung,A549,Osthole,10.23,72,99.0
Yinlan Xu2025,lung,A549,Osthole,5.12,72,99.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,25.0,24,97.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,50.0,24,93.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,100.0,24,74.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,150.0,24,49.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,200.0,24,32.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,25.0,48,91.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,50.0,48,76.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,100.0,48,46.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,150.0,48,31.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,200.0,48,12.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,25.0,72,83.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,50.0,72,60.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,100.0,72,25.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,150.0,72,14.0
Tian Le Zou 2019,gallbladder,NOZ,Osthole,200.0,72,6.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,25.0,24,95.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,50.0,24,96.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,100.0,24,84.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,150.0,24,71.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,200.0,24,29.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,25.0,48,96.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,50.0,48,95.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,100.0,48,74.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,150.0,48,60.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,200.0,48,18.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,25.0,72,92.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,50.0,72,88.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,100.0,72,54.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,150.0,72,43.0
Tian Le Zou 2019,gallbladder,SGC-996,Osthole,200.0,72,8.0
